infinitive,1p_sing,2p_sing,3p_sing,1p_plur,2p_plur,3p_plur,definition
підіимати,підіимаю,підіимаєш,підіимає,підіимаємо,підіимаєте,підіимають,"to lift, to raise, to elevate, to hike, to hoist"
переиматися,переимаюсь,переимаєшся,переимається,переимаємось,переимаєтесь,переимаються,"to be/become preoccupied, to be/become concerned, to concern oneself, to care, to bother, to mind, to worry"
чиститися,чищусь,чистишся,чиститься,чистимось,чиститесь,чистяться,to clean oneself
вписуватися,вписуюсь,вписуєшся,вписується,вписуємось,вписуєтесь,вписуються,"to enrol/enroll, to sign up"
вилуплюватися,вилуплююсь,вилуплюєшся,вилуплюється,вилуплюємось,вилуплюєтесь,вилуплюються,"to hatch, to hatch out (to emerge from an egg)"
поглядати,поглядаю,поглядаєш,поглядає,поглядаємо,поглядаєте,поглядають,"to look from time to time, to cast glances"
витріщатися,витріщаюсь,витріщаєшся,витріщається,витріщаємось,витріщаєтесь,витріщаються,to open wide
заручатися,заручаюсь,заручаєшся,заручається,заручаємось,заручаєтесь,заручаються,"to get engaged, to become betrothed"
змовлятися,змовляюсь,змовляєшся,змовляється,змовляємось,змовляєтесь,змовляються,to concert (to do something)
надягати,надягаю,надягаєш,надягає,надягаємо,надягаєте,надягають,to pull on clothing
вкидати,вкидаю,вкидаєш,вкидає,вкидаємо,вкидаєте,вкидають,to throw in (to cast towards the inside of something)
вклинюватися,вклинююсь,вклинюєшся,вклинюється,вклинюємось,вклинюєтесь,вклинюються,to wedge itself/oneself in
відриватися,відриваюсь,відриваєшся,відривається,відриваємось,відриваєтесь,відриваються,to tear off (to become detached by tearing or ripping)
відриватися,відриваюсь,відриваєшся,відривається,відриваємось,відриваєтесь,відриваються,to dig oneself out
зберігатися,зберігаюсь,зберігаєшся,зберігається,зберігаємось,зберігаєтесь,зберігаються,"to be preserved, to remain (to continue unchanged in place, form, or condition, or undiminished in quantity)"
курувати,курую,куруєш,курує,куруємо,куруєте,курують,to cure
знекровлювати,знекровлюю,знекровлюєш,знекровлює,знекровлюємо,знекровлюєте,знекровлюють,"to drain of blood, to bleed out, to bleed white, to exsanguinate"
заворожувати,заворожую,заворожуєш,заворожує,заворожуємо,заворожуєте,заворожують,"to bewitch, to cast a spell (on), to cast spells (on), to enchant"
